crc32,archive,local_off,size,ntex,sample_dims_fmt
0x61C130FF,0B,0x21933800,997652,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x620B49D7,0A,0x41E70000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0x622ABFA5,0B,0x1EB3D000,921571,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x656E83AF,0A,0x52CF3000,1523754,3,1024x1024:565;512x512:565;1024x1024:DXN
0x66A8DBDB,0A,0x421F7000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0x66B98955,0B,0x2183E000,1003802,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x66FCABB0,0B,0x1F0EC000,1019921,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x67332963,0B,0x22D9B800,1015277,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x6842647E,0B,0x1E77B800,977194,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x6A74989D,0B,0x1E1C2800,1012110,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x6AB45AB8,0A,0x47AC4000,1512998,3,1024x1024:565;512x512:565;1024x1024:DXN
0x6AB7DA6A,0B,0x2326C800,1042521,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x6AC8A946,0A,0x4D626000,1439199,3,1024x1024:565;512x512:565;1024x1024:DXN
0x6B835AD5,0A,0x4C94B000,1512439,3,1024x1024:565;512x512:565;1024x1024:DXN
0x6BBB1A4E,0B,0x21D15000,1031251,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x6BFE38AB,0B,0x1EA47800,1005042,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x6C1B90B2,0A,0x3D54F000,1475923,3,1024x1024:565;512x512:565;1024x1024:DXN
0x6D139C56,0A,0x4A8F2800,1693297,3,1024x1024:565;512x512:565;1024x1024:DXN
0x6D4903D2,0B,0x229AB800,994215,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x6D4AB8D8,0A,0x4CBA000,211980,3,128x128:DXT1;128x128:DXT5A;256x256:DXT4_5
0x6E24EC9A,0B,0x1C7A6000,1014737,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x701BE0E5,0B,0x1D57B800,986592,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x704C336A,0B,0x21FFF800,1013706,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x70CA5378,0B,0x23C18800,975165,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x71018605,0A,0x4B5C8000,1501081,3,1024x1024:565;512x512:565;1024x1024:DXN
0x712850EA,0B,0x19EF3800,619859,3,512x512:DXT4_5;512x512:DXN;512x512:DXT5A
0x747A3CFB,0B,0x2516F000,1067137,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x75D552BF,0A,0x528F7000,1250539,3,1024x1024:565;512x512:565;1024x1024:DXN
0x767D6801,0B,0x1FC45000,1013546,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x77C6602E,0B,0x25274000,1000806,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x79660778,0A,0x4913B000,1526635,3,1024x1024:565;512x512:565;1024x1024:DXN
0x7AF55B2C,0B,0x1CD47000,938322,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x7BA7C6CC,0A,0x41762000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0x7C130A50,0B,0x3770F000,416217,3,256x256:DXT5A;256x256:DXT4_5;128x128:8
0x7C426055,0B,0x209DB000,1001473,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x7C52C32F,0A,0x4628A000,1472838,3,1024x1024:565;512x512:565;1024x1024:DXN
0x7C77C224,0B,0x1A341000,625994,3,512x512:DXT4_5;512x512:DXN;512x512:DXT5A
0x7D550059,0A,0x3D6B7800,1465076,3,1024x1024:565;512x512:565;1024x1024:DXN
0x7DA0556B,0A,0x50D60000,1520626,3,1024x1024:565;512x512:565;1024x1024:DXN
0x7DF05B07,0A,0x5061000,211969,3,128x128:DXT1;128x128:DXT5A;256x256:DXT4_5
0x7E16A73B,0B,0x1BB62000,565685,3,512x512:DXT4_5;512x512:DXN;512x512:DXT5A
0x7E1DADEA,0A,0x4A215000,1250402,3,1024x1024:565;512x512:565;1024x1024:DXN
0x7E234F39,0B,0x1D2AA000,966967,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x7EB7DE41,0B,0x1D759800,1013283,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x7F0454C0,0A,0x41AE9000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0x7F6D95D9,0A,0x4FEDA800,1533866,3,1024x1024:565;512x512:565;1024x1024:DXN
0x7FCB9EF1,0B,0x1ACEF800,673199,3,512x512:DXT4_5;512x512:DXN;512x512:DXT5A
0x7FECCDEA,0B,0x21271000,1016894,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x7FF6E903,0A,0x4F364800,1482626,3,1024x1024:565;512x512:565;1024x1024:DXN
0x80C7F206,0B,0x1E690800,960964,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x82324C12,0B,0x240ED800,1007697,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x83658D7A,0A,0x41C16000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0x83A54E3A,0A,0x3A7BC800,1500280,3,1024x1024:565;512x512:565;1024x1024:DXN
0x84978601,0B,0x1FE33000,1043609,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x84CE56B1,0A,0x37211800,194661,3,128x128:DXT1;128x128:DXN;128x128:DXT1
0x85D280FB,0A,0x3FE12800,1475370,3,1024x1024:565;512x512:565;1024x1024:DXN
0x86044383,0B,0x2573F000,1005329,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x8686638A,0B,0x1B81B800,476169,3,512x512:DXT4_5;512x512:DXN;512x512:DXT5A
0x87291D5C,0A,0x3AF25000,1250418,3,1024x1024:565;512x512:565;1024x1024:DXN
0x8746FD5E,0A,0x3B76E000,1546211,3,1024x1024:565;512x512:565;1024x1024:DXN
0x89B8945B,0B,0x1A219800,1181308,3,512x512:DXT4_5;512x512:DXN;1024x1024:DXT5A
0x89C7B4C5,0A,0x4397B000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0x8A1ACFE0,0A,0x4683A000,1482162,3,1024x1024:565;512x512:565;1024x1024:DXN
0x8A7D1C26,0A,0x3B188000,1556011,3,1024x1024:565;512x512:565;1024x1024:DXN
0x8AFA018C,0A,0x45397000,1453110,3,1024x1024:565;512x512:565;1024x1024:DXN
0x8B011A65,0A,0x4AC28000,1531207,3,1024x1024:565;512x512:565;1024x1024:DXN
0x8B421911,0A,0x3D116800,1250417,3,1024x1024:565;512x512:565;1024x1024:DXN
0x8B60AB0E,0B,0x220F7000,1011457,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x8BA3E9F9,0B,0x1D492000,956145,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x8BD74525,0A,0x4EC56000,1462687,3,1024x1024:565;512x512:565;1024x1024:DXN
0x8D0623EA,0B,0x20DAF800,954367,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x8D6426C9,0A,0x43AA8000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0x8D8043F8,0B,0x21649800,1006392,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x8DBE4195,0A,0x501C7000,1457552,3,1024x1024:565;512x512:565;1024x1024:DXN
0x8E3B8CB0,0A,0x3EE7F800,1523318,3,1024x1024:565;512x512:565;1024x1024:DXN
0x8E9596A5,0A,0x50BDE800,1577965,3,1024x1024:565;512x512:565;1024x1024:DXN
0x8F75FDEC,0B,0x1CB72800,993471,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x910FD376,0B,0x22A9E800,1035022,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x914AF193,0B,0x1DD04800,956621,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x919D9964,0A,0x4BFBF000,1250398,3,1024x1024:565;512x512:565;1024x1024:DXN
0x91CC9181,0B,0x1C2BA800,1038185,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x91CECB5B,0A,0x44C89000,1487432,3,1024x1024:565;512x512:565;1024x1024:DXN
0x93BFADA6,0A,0x52A28800,1462299,3,1024x1024:565;512x512:565;1024x1024:DXN
0x93E40368,0A,0x49F7B800,1474307,3,1024x1024:565;512x512:565;1024x1024:DXN
0x93F4FEA5,0A,0x463F2000,1522213,3,1024x1024:565;512x512:565;1024x1024:DXN
0x964D6AF1,0A,0x4E83D000,1250401,3,1024x1024:565;512x512:565;1024x1024:DXN
0x972C7977,0B,0x1F78C000,1013116,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x99E16EC2,0A,0x51DD4800,1449669,3,1024x1024:565;512x512:565;1024x1024:DXN
0x9A70E18C,0A,0x40BCC800,1542121,3,1024x1024:565;512x512:565;1024x1024:DXN
0x9AC90261,0A,0x412AE000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0x9C243403,0A,0x484DE000,1494876,3,1024x1024:565;512x512:565;1024x1024:DXN
0x9CBE6C4D,0A,0x3FC9A800,1538548,3,1024x1024:565;512x512:565;1024x1024:DXN
0x9CC9028E,0A,0x3FF7B000,1250405,3,1024x1024:565;512x512:565;1024x1024:DXN
0x9CFFAA83,0B,0x249B9800,1019439,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x9D87E05B,0B,0x21A27800,992578,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x9D928BFD,0A,0x3C5B8000,1479276,3,1024x1024:565;512x512:565;1024x1024:DXN
0x9DAE1C76,0A,0x37EB7000,194661,3,128x128:DXT1;128x128:DXN;128x128:DXT1
0x9E6A906D,0A,0x41635000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0x9EBCD836,0A,0x3E73C800,1511255,3,1024x1024:565;512x512:565;1024x1024:DXN
0x9F377CAA,0B,0x2336B800,1033544,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xA0CE35C6,0A,0x37E87000,194661,3,128x128:DXT1;128x128:DXN;128x128:DXT1
0xA1284B38,0B,0x1DFD4000,1033417,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xA17F98B7,0B,0x22C99000,1056912,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xA19F8333,0B,0x248C7000,992540,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xA1A84A92,0A,0x4DB81000,1250407,3,1024x1024:565;512x512:565;1024x1024:DXN
0xA223DFE6,0B,0x246D3800,1026831,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xA3159703,0A,0x50D6000,211985,3,128x128:DXT1;128x128:DXT5A;256x256:DXT4_5
0xA33225E8,0A,0x43013000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xA408C869,0A,0x3CCF3800,1507938,3,1024x1024:565;512x512:565;1024x1024:DXN
0xA462BB3F,0A,0x52365000,1539891,3,1024x1024:565;512x512:565;1024x1024:DXN
0xA52EE2E3,0A,0x40D45000,1250423,3,1024x1024:565;512x512:565;1024x1024:DXN
0xA63CC716,0A,0x3AC26800,1583641,3,1024x1024:565;512x512:565;1024x1024:DXN
0xA6E1FD73,0A,0x48CF6800,1487375,3,1024x1024:565;512x512:565;1024x1024:DXN
0xA791B7E4,0A,0x43140000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xA83F8EC1,0B,0x2384D800,1012538,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xA9901C57,0A,0x42324000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xA9C8935B,0A,0x3DC5E800,1429094,3,1024x1024:565;512x512:565;1024x1024:DXN
0xA9F00C12,0B,0x1F883800,943712,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xAB7138FA,0B,0x25DFE800,1023556,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xABE3C08A,0A,0x43E2F000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xAC2AD823,0B,0x1DDEE800,1059678,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xAD338E5B,0A,0x426AB000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xAF1160AA,0B,0x375DC000,290770,3,256x256:DXT5A;256x256:DXT4_5;128x128:8
0xAF405286,0A,0x43F5C000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xAF5B8725,0A,0x3E1B9800,1250406,3,1024x1024:565;512x512:565;1024x1024:DXN
0xB05D2A25,0A,0x52FD8800,1506608,3,1024x1024:565;512x512:565;1024x1024:DXN
0xB24F4F91,0A,0x44797000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xB2B52257,0A,0x3F2E7000,1250410,3,1024x1024:565;512x512:565;1024x1024:DXN
0xB2FF4121,0A,0x4D8EC800,1452287,3,1024x1024:565;512x512:565;1024x1024:DXN
0xB3DA568F,0B,0x20BCB800,985573,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xB4D8BDEB,0B,0x1A174000,648588,3,512x512:DXT4_5;512x512:DXN;512x512:DXT5A
0xB4E9E1F7,0A,0x40A5E800,1497622,3,1024x1024:565;512x512:565;1024x1024:DXN
0xB501BA65,0A,0x4E250000,1695392,3,1024x1024:565;512x512:565;1024x1024:DXN
0xB52B3DF1,0A,0x51843800,1454219,3,1024x1024:565;512x512:565;1024x1024:DXN
0xB686E2AC,0B,0x23D07000,1019058,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xB6ECDD9D,0A,0x448C4000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xB749607F,0B,0x1FA61000,977675,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xB7E87F0A,0A,0x3F163800,1586827,3,1024x1024:565;512x512:565;1024x1024:DXN
0xB85A16EF,0B,0x1AEF0800,497250,3,512x512:DXT4_5;512x512:DXN;512x512:DXT5A
0xB8D2A7D6,0A,0x36FF3800,194661,3,128x128:DXT1;128x128:DXN;128x128:DXT1
0xB9633EC9,0B,0x1E3A9800,1025081,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xB9C85DEC,0A,0x49850000,1481713,3,1024x1024:565;512x512:565;1024x1024:DXN
0xBA45FD74,0A,0x477ED000,1467149,3,1024x1024:565;512x512:565;1024x1024:DXN
0xBA9EAAF3,0A,0x42905000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xBB10E0CF,0B,0x221EE000,1038276,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xBB22EE32,0A,0x4E96E800,1523056,3,1024x1024:565;512x512:565;1024x1024:DXN
0xBB9680DD,0B,0x23E00000,993748,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xBBE64A3A,0B,0x1B89F800,652859,3,512x512:DXT4_5;512x512:DXN;512x512:DXT5A
0xBCEE3977,0B,0x243F0000,1005506,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xBD12CB6D,0A,0x4522C000,1486535,3,1024x1024:565;512x512:565;1024x1024:DXN
0xBE1B8763,0B,0x1E599000,1013344,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xBE3D38FF,0A,0x42A32000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xBF3B6FA1,0A,0x4EF2A800,1504925,3,1024x1024:565;512x512:565;1024x1024:DXN
0xBF8633D7,0A,0x481F5000,1527559,3,1024x1024:565;512x512:565;1024x1024:DXN
0xBFCD38AE,0A,0x3BBD2800,1485982,3,1024x1024:565;512x512:565;1024x1024:DXN
0xBFD405B0,0B,0x222EB800,1002942,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xC126195A,0B,0x1BA09000,644673,3,512x512:DXT4_5;512x512:DXN;512x512:DXT5A
0xC127F2FE,0A,0x4C222000,1461662,3,1024x1024:565;512x512:565;1024x1024:DXN
0xC1876020,0B,0x1D66C800,969915,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xC212F4B6,0A,0x37053800,194661,3,128x128:DXT1;128x128:DXN;128x128:DXT1
0xC3088CFA,0B,0x19E3F000,716223,3,512x512:DXT4_5;512x512:DXN;512x512:DXT5A
0xC337FCD1,0B,0x1FD3C800,1008710,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xC3F4BE26,0B,0x21369800,995476,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xC54248DF,0A,0x3CE64000,1575415,3,1024x1024:565;512x512:565;1024x1024:DXN
0xC5487C1D,0A,0x4BCE7800,1502302,3,1024x1024:565;512x512:565;1024x1024:DXN
0xC62E6A17,0B,0x242EA800,1070113,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xC699E576,0A,0x46DE9800,1489927,3,1024x1024:565;512x512:565;1024x1024:DXN
0xC6FF8F28,0A,0x42DB9000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xC91A05EF,0B,0x20AD0000,1029159,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xCB709CF3,0A,0x3C011000,1499039,3,1024x1024:565;512x512:565;1024x1024:DXN
0xCC5440A6,0B,0x245E1000,992135,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xCC93B5A5,0A,0x4877C800,1250418,3,1024x1024:565;512x512:565;1024x1024:DXN
0xCCB0244F,0A,0x47DA5800,1507278,3,1024x1024:565;512x512:565;1024x1024:DXN
0xCCB7B8E6,0A,0x4F914000,1517525,3,1024x1024:565;512x512:565;1024x1024:DXN
0xCCC135CF,0A,0x45CF1800,1453455,3,1024x1024:565;512x512:565;1024x1024:DXN
0xCD89331F,0B,0x1FB50000,1002494,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xCE279EA0,0B,0x1FF32000,1059115,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xCFEE18DA,0A,0x50490800,1478640,3,1024x1024:565;512x512:565;1024x1024:DXN
0xD0968A2B,0A,0x37186800,175701,3,128x128:DXT1;128x128:DXN;128x128:DXT1
0xD1370B88,0B,0x24D8D800,1062416,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xD321775D,0A,0x441B6000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xD39179ED,0A,0x4D07B800,1492032,3,1024x1024:565;512x512:565;1024x1024:DXN
0xD41F3557,0B,0x20409800,1017549,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xD448E6D8,0B,0x1F5AB000,1037301,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xD5D0B784,0B,0x1C4B2000,1021414,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xD63B38DE,0B,0x22F91800,1025982,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xD6997418,0A,0x4E5E800,211985,3,128x128:DXT1;128x128:DXT5A;256x256:DXT4_5
0xD6AFA9A6,0B,0x22B9B800,1036373,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xD6C1B61D,0B,0x37888000,282409,3,256x256:DXT5A;128x128:8;64x64:8
0xD6EA8B43,0B,0x1DC0A000,1024287,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xD75AA11A,0A,0x4AECF800,1250420,3,1024x1024:565;512x512:565;1024x1024:DXN
0xD782E551,0A,0x4453D000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xD8E102DD,0A,0x51C6E800,1466339,3,1024x1024:565;512x512:565;1024x1024:DXN
0xDA2A9015,0A,0x3DF1A000,1497360,3,1024x1024:565;512x512:565;1024x1024:DXN
0xDA356BE1,0B,0x2173F800,1040657,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xDBD9B041,0B,0x25D08800,1005574,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xDBE22CCE,0A,0x49E01800,1546509,3,1024x1024:565;512x512:565;1024x1024:DXN
0xDBF0923F,0A,0x4339A000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xDCDA8FA6,0A,0x454FA000,1250401,3,1024x1024:565;512x512:565;1024x1024:DXN
0xDEBE1BC4,0A,0x50ED3800,1235726,3,1024x1024:565;512x512:565;1024x1024:DXN
0xDF0255C2,0A,0x473A1800,1517979,3,1024x1024:565;512x512:565;1024x1024:DXN
0xDF530033,0A,0x43721000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xE0CA7402,0A,0x492B0000,1473071,3,1024x1024:565;512x512:565;1024x1024:DXN
0xE164193A,0B,0x1C997000,1034435,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xE20BB5B6,0A,0x4188F000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xE40C2611,0A,0x5112F800,1520218,3,1024x1024:565;512x512:565;1024x1024:DXN
0xE438AD19,0B,0x1F3D0000,955601,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xE4F97323,0A,0x3D81D800,1464972,3,1024x1024:565;512x512:565;1024x1024:DXN
0xE505C524,0B,0x25C0E800,1022163,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xE5A0FC45,0B,0x1C6A6000,1046836,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xE5FEB055,0A,0x46122800,1471980,3,1024x1024:565;512x512:565;1024x1024:DXN
0xE63FF9E3,0B,0x247CE800,1017840,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xE65A9A79,0A,0x4F4CE800,1478913,3,1024x1024:565;512x512:565;1024x1024:DXN
0xE6A827BA,0A,0x419BC000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xE6C1E6A3,0A,0x4FD64800,1530265,3,1024x1024:565;512x512:565;1024x1024:DXN
0xE6CD130D,0B,0x224DD800,1008603,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xE7B1DE90,0A,0x4A0E3800,1250402,3,1024x1024:565;512x512:565;1024x1024:DXN
0xE7D32243,0B,0x20314800,1002128,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xE8ADF57F,0A,0x4B736800,1499127,3,1024x1024:565;512x512:565;1024x1024:DXN
0xE8B09E34,0B,0x1C3B8000,1022113,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xEB4F8A9B,0A,0x45FB7800,1486164,3,1024x1024:565;512x512:565;1024x1024:DXN
0xEB5B116E,0B,0x2308C000,994535,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xEBDD717C,0B,0x226CB800,992391,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xEC572238,0B,0x24C9C800,985762,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xEC7921C5,0A,0x527C5800,1250539,3,1024x1024:565;512x512:565;1024x1024:DXN
0xEC851E30,0B,0x37623000,291992,3,256x256:DXT5A;256x256:DXT4_5;128x128:8
0xEED616D0,0B,0x1EE06800,1004958,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xEF561598,0A,0x4DC2800,211985,3,128x128:DXT1;128x128:DXT5A;256x256:DXT4_5
0xF08B6B51,0B,0x1AB98800,618175,3,512x512:DXT4_5;512x512:DXN;512x512:DXT5A
0xF0AC384A,0B,0x2117B800,1005009,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xF163BA99,0B,0x1D396800,1029949,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xF21CA4BB,0B,0x21F08800,1010833,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xF22F29AF,0A,0x4C7D8800,1516431,3,1024x1024:565;512x512:565;1024x1024:DXN
0xF29AC4A9,0B,0x23A40800,1033319,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xF31829C2,0A,0x47953800,1507767,3,1024x1024:565;512x512:565;1024x1024:DXN
0xF364DA3C,0A,0x4D785800,1469404,3,1024x1024:565;512x512:565;1024x1024:DXN
0xF4BFEF2C,0A,0x4AA90000,1670764,3,1024x1024:565;512x512:565;1024x1024:DXN
0xF7401098,0B,0x21550000,1020054,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xF823ACEF,0B,0x1D93B800,1013886,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xF886958E,0B,0x25368800,939475,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xF8F21F72,0B,0x23FEB800,1055542,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xFB3AC95B,0B,0x2507B800,996429,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xFB4E43A7,0B,0x241E4000,1074294,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xFBA73AAD,0A,0x41F9D000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xFC4630EA,0B,0x1B952800,672701,3,512x512:DXT4_5;512x512:DXN;512x512:DXT5A
0xFD28CB43,0B,0x2145D000,994279,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xFE12F784,0B,0x208E4000,1011529,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0xFF04A8A1,0A,0x420CA000,1231233,3,1024x1024:565;512x512:565;1024x1024:DXN
0xFF72DD06,0A,0x37023800,194661,3,128x128:DXT1;128x128:DXN;128x128:DXT1
0xFFCF843D,0B,0x1D0DB000,973382,3,512x512:DXT4_5;512x512:DXN;512x512:DXT1
0x00A7318A,0B,0xDAC000,1051881,2,2048x512:4444;2048x512:DXN
0x03660E4C,0A,0x69006000,721288,2,2048x512:4444;2048x512:DXN
0x052B3BBC,0B,0x59AD000,958530,2,2048x512:4444;2048x512:DXN
0x0574394D,0B,0xE8800,873574,2,2048x512:4444;2048x512:DXN
0x066D4837,0A,0x6815D800,641348,2,2048x512:4444;2048x512:DXN
0x06A5420C,0A,0x67233800,991948,2,2048x512:4444;2048x512:DXN
0x072F5294,0B,0x756E000,763656,2,2048x512:4444;2048x512:DXN
0x07C59C40,0A,0x690B6800,688303,2,2048x512:4444;2048x512:DXN
0x08374673,0B,0x2778000,960734,2,2048x512:4444;2048x512:DXN
0x0892FE7C,0B,0x3E1B000,865308,2,2048x512:4444;2048x512:DXN
0x095248C0,0B,0x2687000,985957,2,2048x512:4444;2048x512:DXN
0x097F9CA3,0A,0x6B09A800,790255,2,2048x512:4444;2048x512:DXN
0x0C580541,0A,0x658A0000,985426,2,2048x512:4444;2048x512:DXN
0x0CF7445D,0A,0x664C0800,924246,2,2048x512:4444;2048x512:DXN
0x0D53D2BF,0B,0x1BBEC800,23686,2,512x512:DXT4_5;512x512:DXN
0x0D62CA69,0B,0x19E6800,748050,2,2048x512:4444;2048x512:DXN
0x0F1522D9,0B,0x1BB5D800,16668,2,512x512:DXT4_5;512x512:DXN
0x10204893,0B,0x66F8800,780637,2,2048x512:4444;2048x512:DXN
0x1068B8E8,0A,0x6A444800,726156,2,2048x512:4444;2048x512:DXN
0x1379E8AF,0B,0x5F24000,763325,2,2048x512:4444;2048x512:DXN
0x137E7406,0B,0x151B000,882759,2,2048x512:4444;2048x512:DXN
0x139F8B77,0B,0x5017800,984325,2,2048x512:4444;2048x512:DXN
0x139F9C97,0A,0x66EAF800,950124,2,2048x512:4444;2048x512:DXN
0x1446B2DF,0B,0x6A4A800,573624,2,2048x512:4444;2048x512:DXN
0x14BECCBA,0A,0x65BE8800,746394,2,2048x512:4444;2048x512:DXN
0x14CB2AE4,0A,0x6A661800,759853,2,2048x512:4444;2048x512:DXN
0x14E8A8CA,0A,0x67999000,589360,2,2048x512:4444;2048x512:DXN
0x15931516,0B,0x39FD800,897719,2,2048x512:4444;2048x512:DXN
0x16ABDED6,0B,0x317F800,790946,2,2048x512:4444;2048x512:DXN
